,x,y
0,-0.4201392611456868,-0.009824744679493439
1,-0.05603487365290529,0.15876571857070493
2,0.6941556299542738,-0.5631732715466091
3,-0.2911521973786648,0.19580537027957443
4,0.022522723726871578,-0.187407666576898
5,0.41285232428808105,0.6283908279229742
6,-0.3102144552645749,-0.29534502833454307
7,-0.6441320860969051,-0.19327175932864513
8,-0.24415171795350574,0.7391612342519681
9,0.25019683209767657,-0.23311495227369994
10,-0.2128342296712508,-0.550054363273925
11,0.05568007558712027,-0.16973728645703487
12,0.5607894919356454,-0.3550905327273144
13,0.16123951422836197,0.9619121248781016
14,-0.5679694513582569,-0.6314735422751581
15,0.6445038450188597,-0.275115208016618
16,0.2708163906997672,0.9239777508547438
17,-0.089725977729393,-0.6363050443724486
18,-0.7193874101492012,0.5577166426478225
19,-0.7430606151115833,-0.4175696865892515
20,-0.18228587747963107,0.0602372377076319
21,-0.45712823393461055,-0.3024844230553582
22,0.06409276128900439,0.13696973692250433
23,0.1067948003052374,-0.5690471679983019
24,-0.5253780776895834,0.5536740677243944
25,0.44097872622434336,0.4624377270604915
26,0.1881692117987136,0.6349401045996776
27,-0.626422581067736,0.7105716505970187
28,0.021009654466032077,0.019031058066562682
29,-0.3917456104165718,0.6729011090487881
30,-0.32800941559727725,-0.7681138517866587
31,-0.0745422222285456,0.4998737688756477
32,0.14642502724342432,0.31440282697920263
33,0.16351346034458059,0.1720560437820778
34,0.08778244750452005,0.22175734360374413
35,-0.2931925477934624,0.839688983383834
36,-0.1294187292000254,0.40607022031013146
37,-0.09296772456399158,0.13305773030498602
38,-0.4260185832734602,0.3282276390534884
39,-0.025427418417105163,-0.10719115565446366
40,0.14586622669518165,-0.24725335954125677
41,0.17325660121741868,0.3680418111020519
42,0.07328631477117763,0.07344778372616748
43,0.09108555480107389,-0.30974244018890024
44,0.23521475711456238,-0.1781352694107419
45,-0.4659137254055325,-0.25518665213288216
46,-0.20390470405820266,-0.08984261791618223
47,0.1179419481914342,-0.6575716548021188
48,-0.3559175296298889,-0.06282483435569707
49,0.061567045300494234,0.014039130561298126
50,-0.37997426409003193,-0.8839090478813992
51,0.37571490560490167,-0.1276300710444975
52,0.3243842862093143,-0.3337605269544096
53,-0.4298579937161907,-0.44205534020896453
54,0.8123825007344074,-0.3716428116320823
55,0.498679289583037,0.05362445325059352
56,0.008007352071746694,0.48763049589109647
57,0.36253567988668894,0.014760470227860992
58,0.07461455856844869,0.08617399152782348
59,-0.07092823656304827,0.26714546554150503
60,0.3809971141340065,0.13445214148385853
61,0.4664941534746261,-0.0802443861967297
62,0.0011381390777592379,0.011118231658222453
63,0.3476202260843349,0.022776301743087264
64,-0.06539850443890063,-0.17085065301106125
65,-0.06338095047839737,-0.22006493295152155
66,-0.002805348399377026,-0.09499348757279256
67,-0.38710907564923697,0.22499221029074606
68,0.4576685613129215,-0.6632339251067054
69,-0.6158035470871605,0.29353187107522266
70,0.05392330302754127,0.28241220092845126
71,0.34796720317223123,-0.34477022402423196
72,-0.04276861478196637,0.07170614320130736
73,-0.5665058686801369,-0.4555885015961976
74,-0.5299191134829729,-0.7531137718834139
75,-0.6303749083519096,0.11393074800321588
76,-0.04193169753767992,0.6030577952749104
77,-0.06961679200700459,0.5754923853550774
